OBJECTID,Id,Toponyms,Type,Period,StartDate,EndDate,Longitude,Latitude,LocQual,SizeHa,SizeQual,Source,Source_id,ORIG_FID
196,125,I Cioccatti,settlement,Republican Period,-100,-30,12.650620688920000,41.481967565420000,A,0.100000000000000,F,Attema et al. 2010,15063,195
197,125,I Cioccatti,settlement,Imperial Period,-30,400,12.650620688920000,41.481967565420000,A,0.100000000000000,F,Attema et al. 2010,15063,196
198,126,I Cioccatti,settlement,Republican Period,-100,-30,12.648983619739999,41.482595743120001,A,0.100000000000000,F,Attema et al. 2010,15062,197
199,126,I Cioccatti,settlement,Imperial Period,-30,400,12.648983619739999,41.482595743120001,A,0.100000000000000,F,Attema et al. 2010,15062,198
200,127,I Cioccatti,settlement,Republican Period,-100,-30,12.649973475520000,41.482938385510003,A,0.100000000000000,F,Attema et al. 2010,15064,199
201,127,I Cioccatti,settlement,Imperial Period,-30,400,12.649973475520000,41.482938385510003,A,0.100000000000000,F,Attema et al. 2010,15064,200
202,128,I Cioccatti,settlement,Republican Period,-100,-30,12.650944295610000,41.483490420460001,A,0.100000000000000,F,Attema et al. 2010,15065,201
203,128,I Cioccatti,settlement,Republican Period,-30,400,12.650944295610000,41.483490420460001,A,0.100000000000000,F,Attema et al. 2010,15065,202
204,129,I Cioccatti,settlement,Republican Period,-100,-30,12.650944295610000,41.484118598169999,A,0.100000000000000,F,Attema et al. 2010,15042,203
205,129,I Cioccatti,settlement,Imperial Period,-30,400,12.650944295610000,41.484118598169999,A,0.100000000000000,F,Attema et al. 2010,15042,204
206,130,Scopone,settlement,Iron Age,-700,-600,12.706495767460000,41.505076233209998,A,0.100000000000000,F,Attema et al. 2010,15102,205
207,131,Scopone,settlement,Iron Age,-800,-600,12.701284747860001,41.499329834880001,A,0.010000000000000,E,Attema et al. 2010,15103,206
208,132,Zucchetti,settlement,Archaic Period,-600,-500,12.663234950490001,41.483582958740001,A,0.400000000000000,E,Attema et al. 2010,15106,207
209,132,Zucchetti,settlement,Post-Archaic Period,-500,-350,12.663234950490001,41.483582958740001,A,0.400000000000000,E,Attema et al. 2010,15106,208
210,132,Zucchetti,settlement,Republican Period,-350,-30,12.663234950490001,41.483582958740001,A,0.400000000000000,E,Attema et al. 2010,15106,209
211,132,Zucchetti,settlement,Archaic Period,-30,250,12.663234950490001,41.483582958740001,A,0.400000000000000,E,Attema et al. 2010,15106,210
212,133,Zucchetti,settlement,Iron Age,-800,-600,12.667974836819999,41.482612138649998,A,0.400000000000000,E,Attema et al. 2010,15107,211
213,133,Zucchetti,settlement,Republican Period,-100,-30,12.667974836819999,41.482612138649998,A,0.400000000000000,E,Attema et al. 2010,15107,212
214,133,Zucchetti,settlement,Imperial Period,-30,250,12.667974836819999,41.482612138649998,A,0.400000000000000,E,Attema et al. 2010,15107,213
215,133,Zucchetti,settlement,Late Antique/Early Medieval,400,500,12.667974836819999,41.482612138649998,A,0.400000000000000,E,Attema et al. 2010,15107,214
216,134, ,settlement,Iron Age,-800,-600,12.671172832410001,41.485334242039997,A,0.300000000000000,E,Attema et al. 2010,15108,215
217,134, ,settlement,Archaic Period,-600,-500,12.671172832410001,41.485334242039997,A,0.300000000000000,E,Attema et al. 2010,15108,216
218,134, ,settlement,Post-Archaic Period,-500,-350,12.671172832410001,41.485334242039997,A,0.300000000000000,E,Attema et al. 2010,15108,217
219,134, ,settlement,Republican Period,-350,-30,12.671172832410001,41.485334242039997,A,0.300000000000000,E,Attema et al. 2010,15108,218
220,134, ,settlement,Iron Age,-30,100,12.671172832410001,41.485334242039997,A,0.300000000000000,E,Attema et al. 2010,15108,219
221,135,Torre del Monumento,settlement,Republican Period,-100,-30,12.658729892020000,41.493252882690001,A,0.030000000000000,C,Attema et al. 2010,15109,220
222,135,Torre del Monumento,settlement,Imperial Period,-30,250,12.658729892020000,41.493252882690001,A,0.030000000000000,C,Attema et al. 2010,15109,221
223,136,Campana,settlement,Republican Period,-100,-30,12.662941538000000,41.501509612379998,A,0.100000000000000,C,Attema et al. 2010,15110,222
224,136,Campana,settlement,Republican Period,-30,250,12.662941538000000,41.501509612379998,A,0.100000000000000,C,Attema et al. 2010,15110,223
225,137,Campana,settlement,Iron Age,-800,-700,12.663560197870000,41.502675548269998,A,0.500000000000000,E,Attema et al. 2010,15111,224
226,137,Campana,settlement,Archaic Period,-600,-500,12.663560197870000,41.502675548269998,A,0.500000000000000,E,Attema et al. 2010,15111,225
227,137,Campana,settlement,Republican Period,-100,-30,12.663560197870000,41.502675548269998,A,0.500000000000000,E,Attema et al. 2010,15111,226
228,137,Campana,settlement,Imperial Period,-30,400,12.663560197870000,41.502675548269998,A,0.500000000000000,E,Attema et al. 2010,15111,227
229,137,Campana,settlement,Late Antique/Early Medieval,400,500,12.663560197870000,41.502675548269998,A,0.500000000000000,E,Attema et al. 2010,15111,228
230,138,Campana,settlement,Archaic Period,-600,-500,12.667486308530000,41.498701848389999,A,0.200000000000000,E,Attema et al. 2010,15112,229
231,138,Campana,settlement,Post-Archaic Period,-500,-350,12.667486308530000,41.498701848389999,A,0.200000000000000,E,Attema et al. 2010,15112,230
232,138,Campana,settlement,Republican Period,-350,-30,12.667486308530000,41.498701848389999,A,0.200000000000000,E,Attema et al. 2010,15112,231
233,138,Campana,settlement,Imperial Period,-30,250,12.667486308530000,41.498701848389999,A,0.200000000000000,E,Attema et al. 2010,15112,232
234,139,Pelliccione,settlement,Late Bronze Age,-1350,-1020,12.732311687510000,41.430498999510000,A,0.100000000000000,F,Attema et al. 2010,15124,233
235,140,Depuratore,settlement,Iron Age,-800,-600,12.683611915760000,41.453699568669997,A,0.300000000000000,F,Attema et al. 2010,15125,234
236,140,Depuratore,settlement,Archaic Period,-600,-500,12.683611915760000,41.453699568669997,A,0.300000000000000,F,Attema et al. 2010,15125,235
237,140,Depuratore,settlement,Republican,-350,-30,12.683611915760000,41.453699568669997,A,0.300000000000000,F,Attema et al. 2010,15125,236
238,141,Campana,settlement,Iron Age,-700,-600,12.664148499940000,41.503454945729999,A,0.020000000000000,E,Attema et al. 2010,15127,237
239,141,Campana,settlement,Archaic Period,-500,-350,12.664148499940000,41.503454945729999,A,0.020000000000000,E,Attema et al. 2010,15127,238
240,141,Campana,settlement,Imperial Period,-30,250,12.664148499940000,41.503454945729999,A,0.020000000000000,E,Attema et al. 2010,15127,239
241,142,Campana,settlement,Archaic Period,-500,-350,12.663934348450001,41.505810612129999,A,0.050000000000000,E,Attema et al. 2010,15128,240
242,142,Campana,settlement,Republican Period,-100,-30,12.663934348450001,41.505810612129999,A,0.050000000000000,E,Attema et al. 2010,15128,241
243,142,Campana,settlement,Imperial Period,-30,250,12.663934348450001,41.505810612129999,A,0.050000000000000,E,Attema et al. 2010,15128,242
244,144,Campana,settlement,Republican Period,-100,-30,12.664155063120001,41.504127019489999,A,0.050000000000000,E,Attema et al. 2010,15132,243
245,143,Campana,settlement,Iron Age,-800,-600,12.661692320980000,41.504698090129999,A,0.100000000000000,E,Attema et al. 2010,15130,244
246,143,Campana,settlement,Archaic Period,-600,-500,12.661692320980000,41.504698090129999,A,0.100000000000000,E,Attema et al. 2010,15130,245
247,144,Campana,settlement,Imperial Period,-30,250,12.664155063120001,41.504127019489999,A,0.050000000000000,E,Attema et al. 2010,15132,246
248,145,Campana,settlement,Archaic Period,-600,-500,12.669663006820000,41.504432485199999,A,0.500000000000000,E,Attema et al. 2010,15134,247
249,145,Campana,settlement,Iron Age,-700,-600,12.669663006820000,41.504432485199999,A,0.500000000000000,E,Attema et al. 2010,15134,248
250,146,Piscina Cardillo,settlement,Republican Period,-800,-600,12.674505718490000,41.497036225690003,A,0.040000000000000,E,Attema et al. 2010,15135,249
251,146,Piscina Cardillo,settlement,Archaic Period,-600,-500,12.674505718490000,41.497036225690003,A,0.040000000000000,E,Attema et al. 2010,15135,250
252,147,Piscina Cardillo,settlement,Iron Age,-800,-600,12.676766206450001,41.497988010089998,A,0.100000000000000,E,Attema et al. 2010,15136,251
253,147,Piscina Cardillo,settlement,Archaic Period,-600,-500,12.676766206450001,41.497988010089998,A,0.100000000000000,E,Attema et al. 2010,15136,252
254,147,Piscina Cardillo,settlement,Post-Archaic Period,-500,-350,12.676766206450001,41.497988010089998,A,0.100000000000000,E,Attema et al. 2010,15136,253
255,147,Piscina Cardillo,settlement,Republican,-350,-30,12.676766206450001,41.497988010089998,A,0.100000000000000,E,Attema et al. 2010,15136,254
256,148,Rovito,settlement,Archaic Period,-600,-500,12.683262134990001,41.498820821439999,A,0.100000000000000,E,Attema et al. 2010,15138,255
257,148,Rovito,settlement,Republican Period,-350,-30,12.683262134990001,41.498820821439999,A,0.100000000000000,E,Attema et al. 2010,15138,256
258,148,Rovito,settlement,Imperial Period,-30,250,12.683262134990001,41.498820821439999,A,0.100000000000000,E,Attema et al. 2010,15138,257
259,149,Tre Cancelli,settlement,Iron Age,-800,-600,12.705034203200000,41.487078181379999,A,0.200000000000000,C,Attema et al. 2010,15139,258
260,150,Piscina Cardillo,settlement,Iron Age,-800,-700,12.707568329170000,41.489112620539998,A,0.200000000000000,F,Attema et al. 2010,15140,259
261,151,Villa Verdiana/Scopone,settlement,Archaic Period,-600,-500,12.709672347910001,41.500007981259998,A,0.100000000000000,F,Attema et al. 2010,15150,260
262,151,Villa Verdiana/Scopone,settlement,Post-Archaic Period,-500,-350,12.709672347910001,41.500007981259998,A,0.100000000000000,F,Attema et al. 2010,15150,261
263,151,Villa Verdiana/Scopone,settlement,Republican Period,-350,-30,12.709672347910001,41.500007981259998,A,0.100000000000000,F,Attema et al. 2010,15150,262
264,151,Villa Verdiana/Scopone,settlement,Imperial Period,-30,250,12.709672347910001,41.500007981259998,A,0.100000000000000,F,Attema et al. 2010,15150,263
265,152,Villa Borghese,settlement,Imperial Period,-30,100,12.649140664170000,41.456523988880001,A,0.100000000000000,F,Attema et al. 2010,15151,264
266,153,Zucchetti,settlement,Iron Age,-700,-600,12.664216478160000,41.481381957309999,A,0.100000000000000,F,Attema et al. 2010,15153,265
267,153,Zucchetti,settlement,Archaic Period,-600,-500,12.664216478160000,41.481381957309999,A,0.100000000000000,F,Attema et al. 2010,15153,266
268,153,Zucchetti,settlement,Post-Archaic Period,-500,-350,12.664216478160000,41.481381957309999,A,0.100000000000000,F,Attema et al. 2010,15153,267
269,153,Zucchetti,settlement,Republican Period,-350,-30,12.664216478160000,41.481381957309999,A,0.100000000000000,F,Attema et al. 2010,15153,268
270,153,Zucchetti,settlement,Imperial Period,-30,250,12.664216478160000,41.481381957309999,A,0.100000000000000,F,Attema et al. 2010,15153,269
271,154,Nettuno,settlement,Imperial Period,-30,250,12.661663767440000,41.456823800970000,A,0.050000000000000,C,Attema et al. 2010,15203,270
272,155,Nettuno,settlement,Imperial Period,-30,250,12.657095202310000,41.456728622530001,A,0.030000000000000,C,Attema et al. 2010,15204,271
273,155,Nettuno,settlement,Imperial Period,-30,250,12.653135779199999,41.456405015830001,A,0.070000000000000,C,Attema et al. 2010,15205,272
274,156,I Marmi,settlement,Roman Period,-100,250,12.640187942140001,41.464316723680000,A,0.200000000000000,F,Attema et al. 2010,15207,273
275,157,Fosso Foglino,settlement,Middle Bronze Age,-1750,-1350,12.707183780470000,41.444712426140001,A,0.100000000000000,F,Attema et al. 2010,15243,274
276,158,Le Grugnole,settlement,Late Bronze Age,-1350,-1020,12.737223240910000,41.472570337960001,A,0.100000000000000,F,Attema et al. 2010,15244,275
277,159,Campana,settlement,Bronze Age,-1700,-1020,12.672405229630000,41.506586316419998,A,0.100000000000000,F,Attema et al. 2010,15245,276
278,160,Bosco di Nettuno,settlement,Bronze Age,-1700,-1020,12.701149499970001,41.473375127780002,A,0.100000000000000,F,Attema et al. 2010,15246,277
279,161,Granieri,settlement,Bronze Age,-1700,-1020,12.690501411970001,41.466534177379998,A,0.100000000000000,F,Attema et al. 2010,15247,278
280,162,Sughereto,settlement,Bronze Age,-1700,-1020,12.671072731470000,41.502550750550000,A,0.100000000000000,F,Attema et al. 2010,15248,279
281,163, ,settlement,Archaic Period,-600,-500,12.745943965500000,41.484586616039998,A,0.100000000000000,F,"Attema et al. 2009/10, p. 194",11291,280
282,163, ,settlement,Post-Archaic Period,-500,-350,12.745943965500000,41.484586616039998,A,0.100000000000000,F,"Attema et al. 2009/10, p. 194",11291,281
283,163, ,settlement,Republican Period,-300,-30,12.745943965500000,41.484586616039998,A,0.100000000000000,F,"Attema et al. 2009/10, p. 194",11291,282
284,164,Quarto del Cerrone,settlement,Archaic Period,-600,-500,12.742617710019999,41.484795135109998,A,0.500000000000000,D,"Attema et al. 2009/10, p. 283",15148,283
285,164,Quarto del Cerrone,settlement,Post-Archaic Period,-500,-350,12.742617710019999,41.484795135109998,A,0.500000000000000,D,"Attema et al. 2009/10, p. 283",15148,284
286,164,Quarto del Cerrone,settlement,Republican Period,-300,-30,12.742617710019999,41.484795135109998,A,0.500000000000000,D,"Attema et al. 2009/10, p. 283",15148,285
287,165,Quarto del Cerrone,settlement,Archaic Period,-600,-500,12.738477739530000,41.488020416810002,A,0.100000000000000,D,"Attema et al. 2009/10, p. 196",11304,286
288,165,Quarto del Cerrone,settlement,Post-Archaic Period,-500,-350,12.738477739530000,41.488020416810002,A,0.100000000000000,D,"Attema et al. 2009/10, p. 196",11304,287
289,165,Quarto del Cerrone,settlement,Republican Period,-350,-30,12.738477739530000,41.488020416810002,A,0.100000000000000,D,"Attema et al. 2009/10, p. 196",11304,288
290,165,Quarto del Cerrone,settlement,Imperial Period,-30,200,12.738477739530000,41.488020416810002,A,0.100000000000000,D,"Attema et al. 2009/10, p. 196",11304,289
291,166,Quarto del Cerrone,settlement,Roman,-350,400,12.733389492840001,41.488440498190002,A,0.020000000000000,E,"Attema et al. 2009/10, p. 284",15149,290
292,167,Quarto del Cerrone,settlement,Post-Archaic,-500,-350,12.740735928399999,41.488986867620000,A,0.040000000000000,D,"Attema et al. 2009/10, p. 288",15152,291
293,167,Quarto del Cerrone,settlement,Republican Period,-350,-30,12.740735928399999,41.488986867620000,A,0.040000000000000,D,"Attema et al. 2009/10, p. 288",15152,292
294,168,Quarto del Cerrone,settlement,Archaic,-600,-500,12.748582036049999,41.488206829909998,A,0.030000000000000,D,"Attema et al. 2009/10, p. 282",15146,293
295,168,Quarto del Cerrone,settlement,Post-Archaic,-500,-350,12.748582036049999,41.488206829909998,A,0.030000000000000,D,"Attema et al. 2009/10, p. 282",15146,294
296,168,Quarto del Cerrone,settlement,Republican,-350,-30,12.748582036049999,41.488206829909998,A,0.030000000000000,D,"Attema et al. 2009/10, p. 282",15146,295
297,169,Quarto delle Cinfonare,settlement,Archaic Period,-600,-500,12.751583288080001,41.491653615220002,A,0.100000000000000,F,"Attema et al. 2009/10, p. 194",11294,296
298,169,Quarto delle Cinfonare,settlement,Republican Period,-350,-30,12.751583288080001,41.491653615220002,A,0.100000000000000,F,"Attema et al. 2009/10, p. 194",11294,297
299,169,Quarto delle Cinfonare,settlement,Imperial Period,-30,400,12.751583288080001,41.491653615220002,A,0.100000000000000,F,"Attema et al. 2009/10, p. 194",11294,298
300,170,Quarto delle Cinfonare,settlement,Archaic Period,-600,-500,12.747034094780000,41.494786498149999,A,0.800000000000000,D,"Attema et al. 2009/10, p. 195",11298,299
301,170,Quarto delle Cinfonare,settlement,Post-Archaic Period,-500,-350,12.747034094780000,41.494786498149999,A,0.800000000000000,D,"Attema et al. 2009/10, p. 195",11298,300
302,170,Quarto delle Cinfonare,settlement,Republican Period,-350,-30,12.747034094780000,41.494786498149999,A,0.800000000000000,D,"Attema et al. 2009/10, p. 195",11298,301
303,171,Casale Nuovo,settlement,Archaic Period,-600,-500,12.763610382070000,41.451079907820002,A,0.440000000000000,C,"Attema et al. 2009/10, p. 187",11269,302
304,172, ,settlement,Archaic Period,-600,-500,12.755967444990000,41.494639838780003,A,0.100000000000000,F,"Attema et al. 2007/08, p. 471",11296,303
305,173,Quarto del Cerrone,settlement,Archaic Period,-600,-500,12.730534139630000,41.490391656210001,A,0.100000000000000,F,"Attema et al. 2007/08, p. 473",15149,304
306,174,Quarto del Cerrone,settlement,Post-Archaic Period,-500,-350,12.738457744780000,41.483800549220000,A,0.100000000000000,F,"Attema et al. 2007/08, p. 468",11287,305
307,174,Quarto del Cerrone,settlement,Republican Period,-350,-30,12.738457744780000,41.483800549220000,A,0.100000000000000,F,"Attema et al. 2007/08, p. 468",11287,306
308,174,Quarto del Cerrone,settlement,Imperial Period,-30,100,12.738457744780000,41.483800549220000,A,0.100000000000000,F,"Attema et al. 2007/08, p. 468",11287,307
